,,Ciclo Respiratorio,Crepitancia,Sibilancia,Varianza,Rango,Suma de Promedios,Promedio de Espectros
101_1b1_Al_sc_Meditron.wav,0,1,0.0,0.0,9.68427816182021e-06,0.02844103268102783,7.262849003088211e-07,1.936532176179611e-05
101_1b1_Al_sc_Meditron.wav,1,2,0.0,0.0,1.0469260472002336e-05,0.03029027117786763,-2.1380101924255854e-07,2.0938013441921585e-05
101_1b1_Al_sc_Meditron.wav,2,3,0.0,0.0,1.1033078217478272e-05,0.028707363598086847,-1.089657194427378e-05,2.206546296680961e-05
101_1b1_Al_sc_Meditron.wav,3,4,0.0,0.0,1.0833015410823421e-05,0.029164397930303367,3.813349929730179e-06,2.1664996594198203e-05
101_1b1_Al_sc_Meditron.wav,4,5,0.0,0.0,9.705054385957763e-06,0.03277578883428946,4.013154746681675e-06,1.9409090028999873e-05
101_1b1_Al_sc_Meditron.wav,5,6,0.0,0.0,1.232779407753888e-05,0.03095786622257156,-2.5176258477580882e-06,2.465431613381401e-05
101_1b1_Al_sc_Meditron.wav,6,7,0.0,0.0,1.1506668882428454e-05,0.034672796231282804,7.671311319977281e-06,2.301277997393721e-05
101_1b1_Al_sc_Meditron.wav,7,8,0.0,0.0,1.1637953237374398e-05,0.029840309128112495,-1.5384214432161367e-06,2.3275346796320525e-05
101_1b1_Al_sc_Meditron.wav,8,9,0.0,0.0,9.919581585433798e-06,0.028168705623478778,9.910098112744978e-07,1.9838095343580282e-05
101_1b1_Al_sc_Meditron.wav,9,10,0.0,0.0,9.769888449263183e-06,0.0303313490344278,-1.949112473529833e-07,1.953888454903107e-05
101_1b1_Al_sc_Meditron.wav,10,11,0.0,0.0,1.0803733978789854e-05,0.029905328847717606,-6.932393829196227e-07,2.1606923579166985e-05
101_1b1_Al_sc_Meditron.wav,11,12,0.0,0.0,1.0437334906451062e-05,0.028459009077285307,-6.24787099699338e-06,2.0873370424802968e-05
101_1b1_Pr_sc_Meditron.wav,0,1,0.0,0.0,1.5144386296591616e-06,0.009327263822493185,-2.9731842089253027e-06,3.0287654100842266e-06
101_1b1_Pr_sc_Meditron.wav,1,2,0.0,0.0,2.031301400171783e-06,0.011766852552922934,-1.8926363718011216e-07,4.062517426435267e-06
101_1b1_Pr_sc_Meditron.wav,2,3,0.0,0.0,1.7577415631062893e-06,0.013017789239662955,5.520472224282909e-07,3.515408207554189e-06
101_1b1_Pr_sc_Meditron.wav,3,4,0.0,0.0,1.8124115575623156e-06,0.011741656033358014,2.615440565246165e-08,3.624735954811196e-06
101_1b1_Pr_sc_Meditron.wav,4,5,0.0,0.0,2.127169906121027e-06,0.01059712267329518,-7.677299917491979e-08,4.254231729832308e-06
101_1b1_Pr_sc_Meditron.wav,5,6,0.0,0.0,2.2502858703232655e-06,0.012089858914667542,4.672520697457819e-07,4.500471838943076e-06
101_1b1_Pr_sc_Meditron.wav,6,7,0.0,0.0,1.8133329404438954e-06,0.013266941222954505,-1.8458257607561686e-08,3.6265836472956406e-06
101_1b1_Pr_sc_Meditron.wav,7,8,0.0,0.0,1.9747296134198637e-06,0.012534028864444425,4.5767856152862927e-07,3.9492721727890085e-06
101_1b1_Pr_sc_Meditron.wav,8,9,0.0,0.0,1.774559816596672e-06,0.010695694303146841,-1.8846585340118772e-07,3.5490402700530696e-06
101_1b1_Pr_sc_Meditron.wav,9,10,0.0,0.0,2.528316986939552e-06,0.013915309443305835,-5.024075509326218e-08,5.056517686647618e-06
101_1b1_Pr_sc_Meditron.wav,10,11,0.0,0.0,4.023619428107121e-06,0.01200600686364793,8.623771298433947e-06,8.046756812434674e-06
102_1b1_Ar_sc_Meditron.wav,0,1,0.0,0.0,1.7556915381487112e-06,0.013377510869686783,1.7776284196797624e-06,3.511166724906398e-06
102_1b1_Ar_sc_Meditron.wav,1,2,0.0,0.0,2.680351692623871e-06,0.013002309969282193,6.021232155975268e-08,5.360547251287667e-06
102_1b1_Ar_sc_Meditron.wav,2,3,0.0,0.0,1.5275741792674308e-06,0.011204937766812164,4.781850837794758e-07,3.0550107764237855e-06
102_1b1_Ar_sc_Meditron.wav,3,4,0.0,0.0,2.0155249241254636e-06,0.011699979618132333,7.494556394805508e-07,4.030912297925114e-06
102_1b1_Ar_sc_Meditron.wav,4,5,0.0,0.0,2.0527670124754115e-06,0.011628257507520237,-4.841872521700393e-07,4.105401039267195e-06
102_1b1_Ar_sc_Meditron.wav,5,6,0.0,0.0,1.898220133759942e-06,0.012791563210630618,-6.752491966918335e-07,3.79622109881722e-06
102_1b1_Ar_sc_Meditron.wav,6,7,0.0,0.0,1.9903950572070816e-06,0.012200030024328743,-1.9208249316000246e-07,3.9805374620839765e-06
102_1b1_Ar_sc_Meditron.wav,7,8,0.0,0.0,1.9917461948599248e-06,0.012619427198038529,-1.6382106903970461e-06,3.983402065190579e-06
102_1b1_Ar_sc_Meditron.wav,8,9,0.0,0.0,1.526774236929258e-06,0.012832714760742367,-3.7565528993512375e-08,3.0534634167979604e-06
102_1b1_Ar_sc_Meditron.wav,9,10,0.0,0.0,1.7599399941942864e-06,0.012996931731789809,1.261109378428088e-08,3.5197876660891347e-06
102_1b1_Ar_sc_Meditron.wav,10,11,0.0,0.0,2.261090691819355e-06,0.012656216956605182,2.1424781385054619e-07,4.521907958317732e-06
102_1b1_Ar_sc_Meditron.wav,11,12,0.0,0.0,2.058043572670241e-06,0.012828162004990316,-2.697952671017162e-07,4.115867550422357e-06
102_1b1_Ar_sc_Meditron.wav,12,13,0.0,0.0,3.2730346283159955e-06,0.010807352349005674,2.9308825447492983e-05,6.544469532962239e-06
103_2b2_Ar_mc_LittC2SE.wav,0,1,0.0,1.0,1.6465141618033238e-05,0.03391282447538131,-2.966999878612929e-05,3.29297657734932e-05
103_2b2_Ar_mc_LittC2SE.wav,1,2,0.0,0.0,1.169016702798812e-05,0.031780286493772,1.4690152519145582e-06,2.3379707774661105e-05
103_2b2_Ar_mc_LittC2SE.wav,2,3,0.0,1.0,1.114465303089029e-05,0.0321188510744522,1.1702679303986408e-06,2.2288861058864456e-05
103_2b2_Ar_mc_LittC2SE.wav,3,4,0.0,1.0,1.3822361922803875e-05,0.03455833748690673,3.0356140065330437e-06,2.7644315612584822e-05
103_2b2_Ar_mc_LittC2SE.wav,4,5,0.0,1.0,1.4110185915402699e-05,0.03777097098044456,-3.6717956432504e-07,2.8219438710022712e-05
103_2b2_Ar_mc_LittC2SE.wav,5,6,0.0,0.0,1.0682768486739344e-05,0.029749613285854872,-1.3032966373108893e-06,2.1364887999024723e-05
104_1b1_Al_sc_Litt3200.wav,0,1,0.0,0.0,1.621248567929089e-05,0.04056385913083055,-5.11568137721382e-07,3.242418799533867e-05
104_1b1_Al_sc_Litt3200.wav,1,2,0.0,0.0,1.5307451899197286e-05,0.037468264370037765,-2.2109146127633286e-07,3.061416420077659e-05
104_1b1_Al_sc_Litt3200.wav,2,3,0.0,0.0,1.3531284810793464e-05,0.03733198946932027,-8.607015100692597e-08,2.706152638618267e-05
104_1b1_Al_sc_Litt3200.wav,3,4,0.0,0.0,1.5373056085808368e-05,0.04409746885202323,1.9122633254886632e-07,3.0744810969188723e-05
104_1b1_Al_sc_Litt3200.wav,4,5,0.0,0.0,1.5089239705390759e-05,0.04114173155587464,-1.529938159643935e-07,3.0178166069978588e-05
104_1b1_Al_sc_Litt3200.wav,5,6,0.0,0.0,1.6976369007291816e-05,0.04543112301781022,-1.631324231005248e-05,3.395226248603998e-05
104_1b1_Ar_sc_Litt3200.wav,0,1,0.0,1.0,9.772047456998569e-06,0.031441302953249116,-2.552441895321517e-06,1.9542467866468485e-05
104_1b1_Ar_sc_Litt3200.wav,1,2,0.0,1.0,1.7093766815421545e-05,0.04489173563872584,7.018439945944487e-07,3.418625132584211e-05
104_1b1_Ar_sc_Litt3200.wav,2,3,0.0,1.0,2.1922625399537206e-05,0.04411362389862791,-4.090237900367486e-07,4.3843397504172096e-05
104_1b1_Ar_sc_Litt3200.wav,3,4,0.0,1.0,1.662310558545352e-05,0.04144915704851668,-1.0027341731071438e-05,3.324478122634055e-05
104_1b1_Ar_sc_Litt3200.wav,4,5,0.0,1.0,1.588508019496884e-05,0.0426714917911095,1.037130989412914e-05,3.176941271601341e-05
104_1b1_Ar_sc_Litt3200.wav,5,6,0.0,1.0,1.7574303802355514e-05,0.04246164283014811,-2.0537776469659303e-07,3.514756634959772e-05
104_1b1_Ar_sc_Litt3200.wav,6,7,0.0,1.0,1.9972620079128507e-05,0.042944217528874035,-6.906856017914735e-08,3.994310404915764e-05
104_1b1_Ar_sc_Litt3200.wav,7,8,0.0,1.0,1.8168343126488055e-05,0.046887087428719595,1.4196025610582148e-07,3.6335046658794494e-05
104_1b1_Ar_sc_Litt3200.wav,8,9,0.0,1.0,1.3360771850233693e-05,0.05292451231160897,5.499194319533943e-07,2.6720418535462528e-05
104_1b1_Ar_sc_Litt3200.wav,9,10,0.0,1.0,1.8144755992470317e-05,0.04320885952385614,-2.442983850990643e-07,3.628885710509103e-05
104_1b1_Ar_sc_Litt3200.wav,10,11,0.0,0.0,2.083204929635754e-05,0.04277538219553703,1.334089758578054e-07,4.166349453758428e-05
104_1b1_Ar_sc_Litt3200.wav,11,12,0.0,0.0,2.136500879826688e-05,0.04300101205186726,-7.169081731971108e-08,4.2725017594474734e-05
104_1b1_Ar_sc_Litt3200.wav,12,13,0.0,0.0,1.6876868932539853e-05,0.047791642506582785,5.114264186563255e-07,3.3752844294426206e-05
104_1b1_Ar_sc_Litt3200.wav,13,14,0.0,0.0,2.124811709368095e-05,0.04295671777265009,-3.5168906372097804e-06,4.2494139538594767e-05
104_1b1_Ll_sc_Litt3200.wav,0,1,0.0,0.0,4.833677251289934e-06,0.020452246225820765,2.462951546113781e-08,9.666883085283208e-06
104_1b1_Ll_sc_Litt3200.wav,1,2,0.0,0.0,4.929640369698457e-06,0.019690770427840426,4.7315664947288955e-08,9.85904413558747e-06
104_1b1_Ll_sc_Litt3200.wav,2,3,0.0,0.0,4.667841839066799e-06,0.019965544913560437,1.6285247558518755e-07,9.33526347362002e-06
104_1b1_Ll_sc_Litt3200.wav,3,4,0.0,0.0,5.156795491821499e-06,0.021879188612764493,1.8346527251497762e-07,1.0313370588930126e-05
104_1b1_Ll_sc_Litt3200.wav,4,5,1.0,0.0,4.640841273968817e-06,0.019748965696433817,1.8829848825245751e-07,9.28114544461329e-06
104_1b1_Ll_sc_Litt3200.wav,5,6,0.0,0.0,3.3125764794190934e-06,0.0211761873879298,-1.3022001407204392e-07,6.62489451713899e-06
104_1b1_Ll_sc_Litt3200.wav,6,7,0.0,0.0,6.223430091657977e-06,0.02315145654637501,-2.5794999531025937e-06,1.2446664151247047e-05
104_1b1_Lr_sc_Litt3200.wav,0,1,0.0,0.0,1.3161338365048677e-05,0.0332783184496376,1.3244184068875345e-06,2.6321413645801277e-05
104_1b1_Lr_sc_Litt3200.wav,1,2,0.0,0.0,1.4883865716440344e-05,0.03270746711748069,-6.544820079428584e-07,2.976602260788454e-05
104_1b1_Lr_sc_Litt3200.wav,2,3,0.0,0.0,1.401990362293038e-05,0.0322866439175953,1.960933435622068e-07,2.8038651441769826e-05
104_1b1_Lr_sc_Litt3200.wav,3,4,0.0,0.0,1.0442864099484656e-05,0.030999004798702753,2.018576444415984e-07,2.0884943316286153e-05
104_1b1_Lr_sc_Litt3200.wav,4,5,0.0,0.0,1.0831015791363126e-05,0.032661445280807916,-1.9623125356445426e-06,2.1661872974833312e-05
104_1b1_Pl_sc_Litt3200.wav,0,1,0.0,0.0,2.722247371773651e-05,0.05222647566339031,-7.860950818767417e-06,5.4442632402415975e-05
104_1b1_Pl_sc_Litt3200.wav,1,2,0.0,0.0,2.8827310653496983e-05,0.04599770534077026,-6.057073044075688e-06,5.7651037603531306e-05
104_1b1_Pl_sc_Litt3200.wav,2,3,0.0,0.0,2.9542748253422326e-05,0.05173848090826788,5.968443015944166e-08,5.9083084657040306e-05
104_1b1_Pl_sc_Litt3200.wav,3,4,0.0,0.0,2.7247958947296944e-05,0.05951608171763281,3.3685339627628986e-08,5.4494914360454685e-05
104_1b1_Pl_sc_Litt3200.wav,4,5,0.0,0.0,1.9239515373408802e-05,0.049350878743542416,-2.219073952563614e-05,3.847780697584324e-05
104_1b1_Pl_sc_Litt3200.wav,5,6,0.0,0.0,1.4996724962560178e-05,0.04558205966568178,6.156294415259609e-05,2.999012470894241e-05
104_1b1_Pl_sc_Litt3200.wav,6,7,0.0,0.0,1.5768192338305106e-05,0.04378649717728819,-1.987901815608182e-05,3.1532581446427304e-05
104_1b1_Pl_sc_Litt3200.wav,7,8,0.0,0.0,1.256574400245591e-05,0.045190789764441824,1.6229694810717065e-05,2.5129971501894386e-05
104_1b1_Pl_sc_Litt3200.wav,8,9,0.0,0.0,1.3173623236950721e-05,0.04933538355964166,-5.0098060096302086e-06,2.6346852136689554e-05
104_1b1_Pl_sc_Litt3200.wav,9,10,0.0,0.0,1.2510007228243776e-05,0.04567649097881998,5.49316244295085e-06,2.5019322607840932e-05
104_1b1_Pl_sc_Litt3200.wav,10,11,0.0,0.0,1.3905087411631213e-05,0.04005133908790093,-1.11834935247264e-06,2.780965085433442e-05
104_1b1_Pl_sc_Litt3200.wav,11,12,0.0,0.0,1.3971129245320325e-05,0.0510211024012267,2.499161047505254e-07,2.794065252141882e-05
104_1b1_Pl_sc_Litt3200.wav,12,13,0.0,0.0,2.0693891349427238e-05,0.0414071811480652,-1.4824256997620789e-06,4.138617852123049e-05
104_1b1_Pr_sc_Litt3200.wav,0,1,0.0,0.0,8.944772855070198e-06,0.02762164184813181,4.8682614102732625e-08,1.7889024225059202e-05
104_1b1_Pr_sc_Litt3200.wav,1,2,0.0,0.0,1.2574559929131842e-05,0.028597732208543888,-1.573692224122025e-07,2.514800375655249e-05
104_1b1_Pr_sc_Litt3200.wav,2,3,0.0,0.0,7.280875638470264e-06,0.024735792922796575,-4.2177053049783664e-07,1.4561471587495288e-05
104_1b1_Pr_sc_Litt3200.wav,3,4,0.0,0.0,1.0398286663179044e-05,0.028672022859239314,2.7837119150980838e-05,2.0795852849194522e-05
